year,country,Real GDP/capita,loggedRGDP,laggedLRGDP,oil production,oil revenue,"TR, % of GDP",total tax revenue,H1,world oil price,total investment ratio,GDP,Total Investment,H2 ,oil rents,oil profit,oil tax revenue,NR tax revenue,H3,PolityIV,population,ResourceCursed
2012,United Kingdom,39455.41214,4.596106584,4.592740153,1004.514216,42800385873,36.045,9.60E+11,0.04,116.73,16.039,2.66E+12,1.66E+11,7.28,0.713853104,19003377596,23797008277,9.36E+11,0.03,10,63700300,0
2013,United Kingdom,39996.5019,4.60202201,4.596106584,913.077953,37308916873,36.442,9.98E+11,0.04,111.95,16.401,2.74E+12,1.67E+11,6.83,0.586631939,16072651442,21236265430,9.77E+11,0.021731561,10,64128226,0
2014,United Kingdom,40908.74586,4.611816165,4.60202201,900.6094199,32975184148,35.449,1.07E+12,0.03,100.31,17.315,3.02E+12,1.75E+11,5.79,0.355425191,10743891403,22231292745,1.05E+12,0.02118616,10,64613160,0
2015,United Kingdom,41536.91912,4.618434281,4.611816165,1004.714493,19453666801,35.786,1.03E+12,0.02,53.05,17.237,2.89E+12,1.67E+11,3.08,0.049126356,1417575547,18036091254,1.01E+12,0.02,10,65128861,0
2016,United Kingdom,41981.39209,4.623056836,4.618434281,1061.917369,16951357265,36.437,9.65E+11,0.02,43.73,16.993,2.65E+12,1.56E+11,2.57,0.202275773,5356057481,11595299785,9.53E+11,0.012164354,10,65637239,0
1999,United States,43768.88499,4.641165483,4.623056836,8993,84976008321,n/a,,,25.89,23.318,9.66E+12,4.14E+11,1.11,0.176360324,17037507740,67938500582,,,10,279040000,0
2000,United States,45055.81792,4.653750878,4.641165483,9057.775957,1.31E+11,n/a,,,39.72,23.569,1.03E+13,4.36E+11,1.69,0.331022517,34044934319,97259897449,,,10,282162411,0
2001,United States,45047.4872,4.653670571,4.653750878,8957.008216,1.08E+11,32.133,3.41E+12,0.03,33.13,22.052,1.06E+13,4.82E+11,1.5,0.191409906,20331223355,87969541689,3.33E+12,0.026455882,10,284968955,0
2002,United States,45428.64568,4.65732979,4.653670571,8998.432877,1.10E+11,29.79,3.27E+12,0.03,33.38,21.576,1.10E+13,5.09E+11,1.55,0.19587661,21502382284,88144504822,3.18E+12,0.02770048,10,287625193,0
2003,United States,46304.03609,4.665618848,4.65732979,8765.832877,1.20E+11,29.154,3.36E+12,0.04,37.61,21.66,1.15E+13,5.31E+11,1.74,0.216230033,24889525589,95433119365,3.26E+12,0.03,10,290107933,0
2004,United States,47614.27986,4.67773722,4.665618848,8722.267762,1.55E+11,29.3,3.60E+12,0.04,48.62,22.527,1.23E+13,5.45E+11,2.16,0.27675166,33971066984,1.21E+11,3.48E+12,0.034757826,10,292805298,0
2005,United States,48755.61606,4.688024648,4.67773722,8327.136986,2.04E+11,30.652,4.01E+12,0.05,67,23.223,1.31E+13,5.64E+11,2.89,0.321511717,42097863335,1.62E+11,3.85E+12,0.041939272,10,295516599,0
2006,United States,49575.40101,4.695266236,4.688024648,8314.320548,2.35E+11,31.551,4.37E+12,0.05,77.55,23.333,1.39E+13,5.94E+11,3.32,0.323085987,44766432545,1.91E+11,4.18E+12,0.05,10,298379912,0
2007,United States,49979.53384,4.698792201,4.695266236,8466.320548,2.59E+11,31.672,4.59E+12,0.06,83.79,22.351,1.45E+13,6.48E+11,3.75,0.318277246,46079018032,2.13E+11,4.37E+12,0.048681535,10,301231207,0
2008,United States,49364.64455,4.693416014,4.698792201,8561.497268,3.39E+11,30.645,4.51E+12,0.08,108.42,20.786,1.47E+13,7.08E+11,5.22,0.540459698,79548003880,2.59E+11,4.25E+12,0.060980342,10,304093966,0
2009,United States,47575.60856,4.677384352,4.693416014,9128.843836,2.30E+11,28.43,4.10E+12,0.06,68.99,17.513,1.44E+13,8.23E+11,3.94,0.275754159,39760272410,1.90E+11,3.91E+12,0.05,10,306771529,0
2010,United States,48373.87882,4.684610912,4.677384352,9688.90411,3.09E+11,29.077,4.35E+12,0.07,87.5,18.394,1.50E+13,8.14E+11,4.76,0.351791161,52643337985,2.57E+11,4.09E+12,0.062717181,10,309348193,0
2011,United States,48783.46859,4.688272676,4.684610912,10126.5178,4.39E+11,29.361,4.56E+12,0.1,118.71,18.545,1.55E+13,8.37E+11,6.4,0.445423759,69120529272,3.70E+11,4.19E+12,0.088293371,10,311663358,0
2012,United States,49497.58585,4.694584018,4.688272676,11118.57375,4.74E+11,29.393,4.75E+12,0.1,116.73,19.351,1.62E+13,8.35E+11,6.03,0.336459903,54355955285,4.19E+11,4.33E+12,0.1,10,313998379,0
2013,United States,49976.62877,4.698766957,4.694584018,12367.53151,5.05E+11,31.617,5.28E+12,0.1,111.95,19.762,1.67E+13,8.45E+11,5.66,0.406387307,67832206358,4.38E+11,4.84E+12,0.090398074,10,316204908,0
2014,United States,50881.10686,4.70655655,4.698766957,14121.53151,5.17E+11,31.477,5.47E+12,0.09,100.31,20.145,1.74E+13,8.63E+11,4.98,0.36344385,63214163192,4.54E+11,5.02E+12,0.090387699,10,318563456,0
2015,United States,51956.58347,4.715640585,4.70655655,15116.65741,2.93E+11,31.638,5.73E+12,0.05,53.05,20.428,1.81E+13,8.87E+11,2.6,0.129856759,23530971889,2.69E+11,5.46E+12,0.05,10,320896618,0
2016,United States,52364.24402,4.719034838,4.715640585,14855.15072,2.37E+11,31.224,5.82E+12,0.04,43.73,19.689,1.86E+13,9.46E+11,2.22,0.246650304,45937324297,1.91E+11,5.62E+12,0.0339956,8,323127513,0
1999,Uzbekistan,794.3493887,2.900011566,4.719034838,147,1389021820,38.528,6579991374,0.21,25.89,17.1,17078465982,998740700.7,1.51,0.616082578,105217453.5,1283804366,5296187008,0.24240163,-9,24311650,1
2000,Uzbekistan,813.2037695,2.910199383,2.900011566,151.9161942,2202232691,36.598,5036021855,0.44,39.72,19.6,13760374488,702059922.8,2.03,3.675588266,505774710,1696457981,3339563874,0.51,-9,24650400,1
2001,Uzbekistan,836.6986545,2.922569071,2.910199383,156.0437657,1886752674,34.271,3907357145,0.48,33.13,21.1,11401351420,540348408.5,1.57,0.732624959,83529146.15,1803223528,2104133617,0.856990979,-9,24964450,1
2002,Uzbekistan,859.5821277,2.934287377,2.922569071,153.2557466,1867438006,35.492,3438447589,0.54,33.38,21.2,9687951055,456978823.4,1.57,1.031881102,99968136.15,1767469870,1670977719,1.057745923,-9,25271850,1
2003,Uzbekistan,885.3221269,2.947101319,2.934287377,155.9955399,2141245016,33.428,3385625414,0.63,37.61,20.8,10128112401,486928480.8,1.81,1.566688061,158675927.8,1982569089,1403056325,1.41,-9,25567650,1
2004,Uzbekistan,942.5540546,2.974306266,2.947101319,142.0073483,2519981489,32.173,3870419476,0.65,48.62,24.5,12030023548,491021369.3,1.98,1.084792025,130500736.1,2389480753,1480938723,1.613490629,-9,25864350,1
2005,Uzbekistan,996.8680521,2.998637678,2.974306266,125.3325305,3065087406,30.772,4402706928,0.7,67,28,14307509839,510982494.2,2.39,0.314783513,45037682.09,3020049724,1382657203,2.184236062,-9,26167000,1
2006,Uzbekistan,1056.666813,3.023938068,2.998637678,107.496133,3042943755,34.394,5960766995,0.51,77.55,29.6,17330833853,585501143.7,2.62,2.020322675,350138766.1,2692804989,3267962006,0.82,-9,26488250,1
2007,Uzbekistan,1145.083807,3.058837273,3.023938068,112.49503,3440613372,35.586,7939732643,0.43,83.79,30,22311393928,743713130.9,2.79,1.632883129,364318987.4,3076294385,4863438258,0.63253489,-9,26868000,1
2008,Uzbekistan,1228.264565,3.089291923,3.058837273,109.9750507,4351882337,40.685,12022189210,0.36,108.42,31,29549438884,953207705.9,3.5,1.500848313,443492255,3908390082,8113799128,0.481696678,-9,27302800,1
2009,Uzbekistan,1305.538213,3.115789588,3.089291923,72.40890081,1823431192,36.723,12371693610,0.15,68.99,31,33689223673,1086749151,2.23,0.759529532,255879602.8,1567551590,10804142020,0.15,-9,27767400,1
2010,Uzbekistan,1377.08214,3.138959846,3.115789588,91.7016274,2928656952,37.003,14554305227,0.2,87.5,30.667,39332770929,1282576415,2.85,0.707236836,278175844.6,2650481107,11903824120,0.222657953,-9,28562400,1
2011,Uzbekistan,1451.883505,3.161931771,3.138959846,102.6769315,4448839792,40.19,18453315339,0.24,118.71,30.889,45915191189,1486457677,3.84,0.844138909,387587994.2,4061251797,14392063542,0.2821869,-9,29339400,1
2012,Uzbekistan,1547.98156,3.189765783,3.161931771,102.5686011,4370247464,41.472,21491442895,0.2,116.73,30.852,51821573338,1679682787,3.78,0.641464627,332417062.2,4037830402,17453612493,0.23,-9,29774500,1
2013,Uzbekistan,1645.910721,3.216406274,3.189765783,94.738,3871051924,35.944,20736256592,0.19,111.95,30.802,57690453461,1872945051,3.63,0.492790012,284292792.7,3586759131,17149497461,0.209146603,-9,30243200,1
2014,Uzbekistan,1744.491243,3.241668794,3.216406274,84.11882192,3079951844,34.931,22029960729,0.14,100.31,30.848,63067077179,2044446226,3.25,,0,3079951844,18950008886,0.162530364,-9,30757700,1
2015,Uzbekistan,1851.472779,3.267517331,3.241668794,78.86950685,1527101597,34.443,23043677261,0.07,53.05,30.834,66903804143,2169806193,1.72,,0,1527101597,21516575664,0.07,-9,31298900,1
2016,Uzbekistan,1961.482175,3.292584366,3.267517331,71.65056831,1143756018,32.454,21815687706,0.05,43.73,30.828,67220335570,2180496158,1.42,0,0,1143756018,20671931687,0.055328938,-9,31848200,1
1999,Venezuela,11597.94542,4.06438106,3.292584366,3109,29377339027,26.847,26303854651,1.12,25.89,26.517,97976886247,3694870696,0.98,9.561774577,9368329000,20009010027,6294844624,3.178634458,7,24028689,1
2000,Venezuela,11799.83313,4.071875866,4.06438106,3460.7588,50168424808,32.743,38355387105,1.31,39.72,24.17,1.17E+11,4846533866,1.64,17.72605763,20764432157,29403992650,8951394455,3.28,7,24488340,1
2001,Venezuela,11975.33082,4.07828752,4.071875866,3333.988383,40311841166,27.305,33558926334,1.2,33.13,27.524,1.23E+11,4465337894,1.2,11.53316397,14174715262,26137125904,7421800430,3.52166919,6,24948476,1
2002,Venezuela,10717.13892,4.03007886,4.07828752,2924.204048,35631745606,29.508,27411039868,1.3,33.38,21.159,92893587734,4390263610,1.58,14.24447744,13232206143,22399539463,5011500406,4.469627387,6,25408700,1
2003,Venezuela,9710.265297,3.987231096,4.03007886,2581.428773,35433522643,32.347,27048764727,1.31,37.61,15.217,83620628582,5495211184,2.47,18.04532114,15089610971,20343911672,6704853056,3.03,6,25868523,1
2004,Venezuela,11285.82253,4.052533217,3.987231096,2855.16767,50666178632,34.385,38667095514,1.31,48.62,21.798,1.12E+11,5158885326,2.23,20.43212481,22976615426,27689563206,10977532308,2.522385034,6,26327225,1
2005,Venezuela,12237.88295,4.087706295,4.052533217,2866.93064,70112627301,37.625,54748140561,1.28,67,23.004,1.46E+11,6325422019,2.91,23.81026508,34646318661,35466308640,19281831921,1.83936406,6,26784161,1
2006,Venezuela,13221.42066,4.121278123,4.087706295,2746.533714,77747425700,37.662,69101304382,1.125122404,77.55,26.922,1.83E+11,6815151999,2.88,21.39257595,39250568273,38496857427,30604446955,1.257884434,5,27239168,1
2007,Venezuela,14143.65795,4.150561745,4.121278123,2681.9924,82027614164,33.134,76328811927,1.07466122,83.79,30.34,2.30E+11,7592749261,2.76,16.96747308,39086951820,42940662345,33388149582,1.286104887,5,27691965,1
2008,Venezuela,14652.17842,4.165902199,4.150561745,2701.679632,1.07E+11,31.418,99266235602,1.08,108.42,26.826,3.16E+11,11777879241,4.04,17.27182321,54570910675,52338718342,46927517260,1.115309767,5,28141701,1
2009,Venezuela,13961.88577,4.144944081,4.165902199,2710.293155,68251734577,24.584,81074990696,0.841834627,68.99,25.797,3.30E+11,12783952744,2.67,6.980664972,23021369494,45230365083,35844625613,1.261845097,-3,28587323,1
2010,Venezuela,13545.20584,4.131785609,4.144944081,2599.489,83019372141,21.024,82664408999,1.004294026,87.5,21.972,3.93E+11,17895079286,3.98,9.396631852,36946680872,46072691269,36591717729,1.259101625,-3,29028033,1
2011,Venezuela,13902.45229,4.143091413,4.131785609,2684.373,1.16E+11,27.571,87257304826,1.33,118.71,23.072,3.16E+11,13717154594,5.15,18.56698787,58761209981,57548707383,29708597443,1.937106169,-3,29463291,1
2012,Venezuela,14473.46985,4.160572661,4.143091413,2684.55,1.14E+11,25.086,95649465626,1.195860569,116.73,26.597,3.81E+11,14335685899,4.39,14.72502953,56144511130,58238913279,37410552347,1.55675096,-3,29893080,1
2013,Venezuela,14462.35818,4.160239113,4.160572661,2684.55,1.10E+11,25.869,95975619519,1.14291875,111.95,27.269,3.71E+11,13605423709,4.11,14.21273616,52730146443,56962188654,39013430865,1.460066121,4,30317848,1
2014,Venezuela,13708.98474,4.137005293,4.160239113,2684.55,98292921047,30.095,1.45E+11,0.68,100.31,24.81,4.82E+11,19442132961,4.04,3.791328888,18287828197,80005092849,65160944134,1.227807453,4,30738378,1
2015,Venezuela,,,4.137005293,2684.55,51979285234,18.955,0,,53.05,49.107,,0,1.08,1.303252163,0,51979285234,-51979285234,-1,4,31155134,1
2016,Venezuela,,,0,2461.517213,39293130436,17.143,0,,43.73,15.407,,0,2.84,2.547290525,0,39293130436,-39293130436,-1,4,31568179,1
1999,Vietnam,721.2356681,2.858077196,0,290,2740247127,19.625,5629168080,0.49,25.89,27.63,28683659007,1038134600,0.94,3.965555423,1137466395,1602780732,4026387348,0.398069185,-7,76596700,1
2000,Vietnam,761.6101712,2.881732735,2.858077196,316,4580851529,20.548,6405329082,0.715162558,39.72,29.61,31172518403,1052769956,1.34,7.187200654,2240431447,2340420082,4064908999,0.575761987,-7,77630900,1
2001,Vietnam,800.2599286,2.903231071,2.881732735,356.7994273,4314124763,21.585,7055100147,0.611490223,33.13,31.173,32685198735,1048509888,1.06,5.026270168,1642846393,2671278369,4383821778,0.609349217,-7,78620500,1
2002,Vietnam,842.3655168,2.92550058,2.903231071,339.5945205,4137996311,22.718,7965863488,0.52,33.38,33.221,35064105501,1055480133,1,4.799701042,1682972237,2455024074,5510839414,0.445490041,-7,79537700,1
2003,Vietnam,891.8711814,2.950302131,2.92550058,352.5068493,4838622532,24.934,9862023670,0.490631811,37.61,35.445,39552513316,1115884139,1.06,4.97468626,1967613446,2871009087,6991014584,0.410671306,-7,80467400,1
2004,Vietnam,950.1299117,2.977782991,2.950302131,403.2868852,7156499277,24.494,11127098729,0.643159502,48.62,33.45,45427854693,1358082353,1.45,7.133236354,3240476246,3916023031,7211075697,0.543056708,-7,81436400,1
2005,Vietnam,1012.370707,3.005339571,2.977782991,372,9097498555,24.977,14395058256,0.63,67,33.757,57633255618,1707297912,1.98,8.845487832,5097942613,3999555943,10395502313,0.384739075,-7,82392100,1
2006,Vietnam,1073.0128,3.030604903,3.005339571,366.9945205,10388687046,26.326,17473004480,0.594556423,77.55,34.537,66371664817,1921755359,2.25,8.19488941,5439084532,4949602514,12523401966,0.395228272,-7,83311200,1
2007,Vietnam,1138.873683,3.056475557,3.030604903,324.1205479,9913091195,26.102,20206713352,0.490584046,83.79,39.566,77414425532,1956589636,2.12,6.809861454,5271815124,4641276071,15565437281,0.298178329,-7,84218500,1
2008,Vietnam,1191.998753,3.076275801,3.056475557,311.7459016,12336266037,26.579,26347843527,0.47,108.42,36.493,99130304099,2716419700,2.97,7.070547417,7009055156,5327210881,21020632645,0.253427714,-7,85118700,1
2009,Vietnam,1244.037152,3.094833351,3.076275801,342.445714,8623611042,25.585,27123850702,0.317934615,68.99,37.163,1.06E+11,2852693802,1.86,3.439860984,3646756919,4976854123,22146996579,0.224719144,-7,86025000,1
2010,Vietnam,1310.370273,3.117394032,3.094833351,313.2791507,10005135008,27.26,31602994967,0.316588191,87.5,35.694,1.16E+11,3247933818,2.45,4.745463644,5501499033,4503635974,27099358993,0.16618976,-7,86932500,1
2011,Vietnam,1377.133984,3.138976196,3.117394032,316.8267671,13727635876,25.879,35076251305,0.39,118.71,29.751,1.36E+11,4555794379,3.99,6.231471651,8446101690,5281534186,29794717119,0.177264116,-7,87860300,1
2012,Vietnam,1433.129144,3.156285328,3.138976196,346.2154481,14751563032,22.599,35213762234,0.418914711,116.73,27.243,1.56E+11,5719634472,4.28,5.551566456,8650450958,6101112074,29112650160,0.209569106,-7,88809200,1
2013,Vietnam,1493.56251,3.174223404,3.156285328,348.2457123,14229530227,23.082,39521467838,0.360045591,111.95,26.592,1.71E+11,6438854735,4.21,4.519926431,7739109569,6490420657,33031047180,0.196494547,-7,89759500,1
2014,Vietnam,1565.020497,3.19452003,3.174223404,320.9963973,11753058627,22.239,41410052763,0.28,100.31,26.833,1.86E+11,6939390039,3.74,9.838832226,18320363397,-6567304771,47977357534,-0.13688342,-7,90728900,1
2015,Vietnam,1651.234675,3.2178088,3.19452003,344.6100959,6672472656,23.747,45888966085,0.145404729,53.05,27.581,1.93E+11,7006312632,1.92,1.892989997,3658034857,3014437799,42874528286,0.070308361,-7,91713300,1
2016,Vietnam,1735.290954,3.239372303,3.2178088,313.0187268,4996709183,23.201,47626124697,0.1049153,43.73,26.578,2.05E+11,7723537216,1.65,5.865911111,12041317790,-7044608607,54670733304,-0.128855206,-7,92701100,1
1999,Yemen,1102.613078,3.042423139,3.239372303,408,3855244234,28.309,2163119345,1.78,25.89,18.706,7641101221,408483974.2,1.38,24.31471409,1857911915,1997332319,165787025.9,12.04757916,-2,17378098,1
2000,Yemen,1138.247142,3.056236568,3.042423139,437.2313061,6338264864,37.776,3640224658,1.741174092,39.72,18.928,9636342275,509105149.8,2.1,38.69138379,3728434172,2609830691,1030393967,2.532847412,-2,17874725,1
2001,Yemen,1148.427616,3.060103627,3.056236568,439.9749787,5319815015,33.276,3279031071,1.622374079,33.13,19.56,9854042165,503785386.7,1.69,30.545726,3009988720,2309826295,969204776,2.383218028,-2,18390135,1
2002,Yemen,1160.243239,3.064549046,3.060103627,438.8404971,5347319372,30.227,3232257229,1.65,33.38,18.484,10693278292,578515380.4,1.81,28.94045658,3094683561,2252635811,979621417.9,2.299496285,-2,18919179,1
2003,Yemen,1170.143594,3.068239159,3.064549046,430.7094418,5912056501,31.116,3664770318,1.613213377,37.61,20.727,11777768087,568233130.1,1.81,30.83966588,3632224326,2279832174,1384938144,1.646161733,-2,19462086,1
2004,Yemen,1182.89825,3.072947389,3.068239159,406.2408247,7208918204,32.01,4440907634,1.623298388,48.62,20.28,13873500888,684097676.9,2.4,33.01707336,4580623965,2628294239,1812613395,1.450002657,-2,20017068,1
2005,Yemen,1214.704666,3.0844707,3.072947389,401.9348275,9829573958,34.947,5854939838,1.68,67,18.53,16753769532,904142986.1,3.62,40.67034963,6813816645,3015757313,2839182525,1.062192123,-2,20582927,1
2006,Yemen,1219.007461,3.086006364,3.0844707,378.1763761,10705217108,38.555,7356958255,1.455114565,77.55,16.384,19081722875,1164655937,4.73,39.08416525,7457932101,3247285007,4109673248,0.790156494,-2,21160534,1
2007,Yemen,1225.472386,3.08830353,3.086006364,320.0394292,9788271889,33.166,7182600589,1.362775469,83.79,17.194,21656517484,1259539228,4.87,32.42144253,7021355371,2766916518,4415684071,0.62661107,-2,21751605,1
2008,Yemen,1235.811589,3.091952263,3.08830353,299.6987935,11859543393,36.715,9880319077,1.2,108.42,15.416,26910851362,1745644224,7.03,31.54137452,8488052416,3371490977,6508828100,0.517987405,-2,22356391,1
2009,Yemen,1249.033678,3.096574148,3.091952263,286.0818383,7204232376,25.004,6283573742,1.146518314,68.99,13.545,25130274124,1855317396,5.09,19.07986725,4794822941,2409409434,3874164308,0.621917204,-2,22974929,1
2010,Yemen,1309.23196,3.117016598,3.096574148,281.1075753,8977677692,26.145,8080569665,1.111020394,87.5,11.661,30906749533,2650437315,7.5,20.51704094,6341150454,2636527238,5444042427,0.484295865,-2,23606779,1
2011,Yemen,1112.351932,3.046242213,3.117016598,216.7600411,9391892434,25.333,8290583441,1.13,118.71,5.501,32726417878,5949176128,21.58,20.96117065,6859840299,2532052135,5758531306,0.439704501,-2,24252206,1
2012,Yemen,1108.895193,3.044890501,3.046242213,169.001776,7200835101,29.903,10583613084,0.680375883,116.73,8.704,35393148127,4066308379,13.41,15.21548459,5385238998,1815596102,8768016982,0.207070322,3,24909969,1
2013,Yemen,1132.098806,3.053884332,3.044890501,130.9736301,5351661665,23.9,9659240791,0.554045787,111.95,8.106,40415233436,4985841776,13.81,14.30550528,5781603352,-429941687.5,10089182479,-0.042614125,3,25576322,1
2014,Yemen,1101.117444,3.041833643,3.053884332,125.2832192,4587157465,23.644,10220966386,0.45,100.31,7.832,43228583935,5519482116,12.81,,0,4587157465,5633808920,0.814219568,-77,26246327,1
2015,Yemen,772.0338215,2.887636326,3.041833643,47.875,926974085.3,12.905,4869562368,0.190360861,53.05,1.779,37733919936,21210747575,29.82,,0,926974085.3,3942588283,0.235118156,-77,26916207,1
2016,Yemen,679.66736,2.832296414,2.887636326,21.94166667,350254211.5,10.818,2955218546,0.118520578,43.73,1.524,27317605346,17924937891,28.7,,0,350254211.5,2604964335,0.134456433,-77,27584213,1
